mantis_id,year,doy,date,block,snow,otc,treatment,n,NDVI,NDVI_stdv,NDVI_se
9735554,2011,195,2011-07-14,2,C,N,C.N,6,0.7365603,4.10E-03,1.68E-03
9735547,2011,195,2011-07-14,3,C,N,C.N,2,0.744829634,1.07E-02,7.58E-03
9735550,2011,195,2011-07-14,4,C,N,C.N,9,0.678588129,5.14E-03,1.71E-03
9735544,2011,195,2011-07-14,5,C,N,C.N,9,0.655933625,6.46E-03,2.15E-03
9735552,2011,195,2011-07-14,1,C,O,C.O,2,0.761334531,1.39E-02,9.83E-03
9735543,2011,195,2011-07-14,2,C,O,C.O,6,0.760411414,4.90E-03,2.00E-03
9735553,2011,195,2011-07-14,3,C,O,C.O,5,0.745575322,2.39E-03,1.07E-03
9735555,2011,195,2011-07-14,4,C,O,C.O,9,0.721080276,8.40E-03,2.80E-03
9735546,2011,195,2011-07-14,5,C,O,C.O,8,0.700108903,6.72E-03,2.38E-03
9735534,2011,196,2011-07-15,1,A,N,A.N,18,0.726075289,5.42E-03,1.28E-03
9735538,2011,196,2011-07-15,2,A,N,A.N,24,0.706747536,4.87E-03,9.95E-04
9735545,2011,196,2011-07-15,3,A,N,A.N,9,0.761801687,4.91E-03,1.64E-03
9735536,2011,196,2011-07-15,4,A,N,A.N,23,0.714491887,6.43E-03,1.34E-03
9735542,2011,196,2011-07-15,5,A,N,A.N,30,0.691994345,7.56E-03,1.38E-03
9735551,2011,196,2011-07-15,1,A,O,A.O,15,0.755510612,6.90E-03,1.78E-03
9735541,2011,196,2011-07-15,2,A,O,A.O,18,0.734086334,7.19E-03,1.69E-03
9735539,2011,196,2011-07-15,3,A,O,A.O,26,0.735039871,7.00E-03,1.37E-03
9735535,2011,196,2011-07-15,4,A,O,A.O,24,0.666062421,6.74E-03,1.38E-03
9735548,2011,196,2011-07-15,5,A,O,A.O,37,0.705257177,6.47E-03,1.06E-03
9735537,2011,196,2011-07-15,1,C,N,C.N,16,0.754227941,3.45E-03,8.61E-04
9735554,2011,196,2011-07-15,2,C,N,C.N,22,0.732788977,6.08E-03,1.30E-03
9735547,2011,196,2011-07-15,3,C,N,C.N,7,0.73979436,5.20E-03,1.97E-03
9735550,2011,196,2011-07-15,4,C,N,C.N,38,0.685626584,5.73E-03,9.29E-04
9735544,2011,196,2011-07-15,5,C,N,C.N,27,0.656542349,6.25E-03,1.20E-03
9735552,2011,196,2011-07-15,1,C,O,C.O,4,0.764974406,5.86E-03,2.93E-03
9735543,2011,196,2011-07-15,2,C,O,C.O,21,0.764088258,7.49E-03,1.64E-03
9735553,2011,196,2011-07-15,3,C,O,C.O,18,0.75246381,5.74E-03,1.35E-03
9735555,2011,196,2011-07-15,4,C,O,C.O,27,0.725454189,6.37E-03,1.23E-03
9735546,2011,196,2011-07-15,5,C,O,C.O,20,0.70359483,8.42E-03,1.88E-03
9735534,2011,197,2011-07-16,1,A,N,A.N,8,0.722598093,6.49E-03,2.29E-03
9735538,2011,197,2011-07-16,2,A,N,A.N,10,0.709498399,4.16E-03,1.32E-03
9735545,2011,197,2011-07-16,3,A,N,A.N,6,0.747122311,1.41E-02,5.75E-03
9735536,2011,197,2011-07-16,4,A,N,A.N,7,0.713112972,1.06E-02,3.99E-03
9735542,2011,197,2011-07-16,5,A,N,A.N,12,0.696424684,5.65E-03,1.63E-03
9735551,2011,197,2011-07-16,1,A,O,A.O,7,0.753941265,4.37E-03,1.65E-03
9735541,2011,197,2011-07-16,2,A,O,A.O,11,0.729878332,8.01E-03,2.41E-03
9735539,2011,197,2011-07-16,3,A,O,A.O,11,0.732418076,8.39E-03,2.53E-03
9735535,2011,197,2011-07-16,4,A,O,A.O,9,0.665404999,8.13E-03,2.71E-03
9735548,2011,197,2011-07-16,5,A,O,A.O,12,0.708649892,6.87E-03,1.98E-03
9735537,2011,197,2011-07-16,1,C,N,C.N,7,0.75471586,6.38E-03,2.41E-03
9735554,2011,197,2011-07-16,2,C,N,C.N,10,0.732068673,4.29E-03,1.36E-03
9735547,2011,197,2011-07-16,3,C,N,C.N,5,0.744604596,1.12E-02,5.00E-03
9735550,2011,197,2011-07-16,4,C,N,C.N,12,0.68412638,6.35E-03,1.83E-03
9735544,2011,197,2011-07-16,5,C,N,C.N,8,0.657800388,7.06E-03,2.50E-03
9735552,2011,197,2011-07-16,1,C,O,C.O,3,0.766136254,6.90E-03,3.98E-03
9735543,2011,197,2011-07-16,2,C,O,C.O,11,0.759334365,7.66E-03,2.31E-03
9735553,2011,197,2011-07-16,3,C,O,C.O,10,0.746249916,7.12E-03,2.25E-03
9735555,2011,197,2011-07-16,4,C,O,C.O,8,0.721847981,6.31E-03,2.23E-03
9735546,2011,197,2011-07-16,5,C,O,C.O,10,0.708253682,5.42E-03,1.71E-03
9735534,2011,198,2011-07-17,1,A,N,A.N,16,0.740284954,7.10E-03,1.78E-03
9735538,2011,198,2011-07-17,2,A,N,A.N,17,0.714473424,6.62E-03,1.61E-03
9735545,2011,198,2011-07-17,3,A,N,A.N,4,0.759936134,5.82E-03,2.91E-03
9735536,2011,198,2011-07-17,4,A,N,A.N,16,0.729250681,6.58E-03,1.64E-03
9735542,2011,198,2011-07-17,5,A,N,A.N,16,0.707071152,8.47E-03,2.12E-03
9735551,2011,198,2011-07-17,1,A,O,A.O,3,0.767482723,5.70E-03,3.29E-03
9735541,2011,198,2011-07-17,2,A,O,A.O,4,0.744809993,0.011403742,5.70E-03
9735539,2011,198,2011-07-17,3,A,O,A.O,18,0.753280289,1.19E-02,2.81E-03
9735535,2011,198,2011-07-17,4,A,O,A.O,16,0.689894622,1.32E-02,3.31E-03
9735548,2011,198,2011-07-17,5,A,O,A.O,17,0.720126755,8.04E-03,1.95E-03
9735537,2011,198,2011-07-17,1,C,N,C.N,12,0.760395025,4.15E-03,1.20E-03
9735554,2011,198,2011-07-17,2,C,N,C.N,14,0.744984765,4.35E-03,1.16E-03
9735547,2011,198,2011-07-17,3,C,N,C.N,3,0.743787365,3.54E-03,2.04E-03
9735550,2011,198,2011-07-17,4,C,N,C.N,17,0.696329595,1.09E-02,2.64E-03
9735544,2011,198,2011-07-17,5,C,N,C.N,17,0.660101302,6.14E-03,1.49E-03
9735552,2011,198,2011-07-17,1,C,O,C.O,10,0.76625034,3.68E-03,1.16E-03
9735543,2011,198,2011-07-17,2,C,O,C.O,15,0.773237439,5.48E-03,1.42E-03
9735553,2011,198,2011-07-17,3,C,O,C.O,16,0.762328309,5.99E-03,1.50E-03
9735555,2011,198,2011-07-17,4,C,O,C.O,16,0.727655572,7.28E-03,1.82E-03
9735546,2011,198,2011-07-17,5,C,O,C.O,16,0.709601988,5.14E-03,1.29E-03
9735534,2011,199,2011-07-18,1,A,N,A.N,10,0.723384178,8.48E-03,2.68E-03
9735538,2011,199,2011-07-18,2,A,N,A.N,17,0.707661517,7.94E-03,1.93E-03
9735545,2011,199,2011-07-18,3,A,N,A.N,10,0.755751297,1.17E-02,3.68E-03
9735536,2011,199,2011-07-18,4,A,N,A.N,17,0.711141892,1.08E-02,2.62E-03
9735542,2011,199,2011-07-18,5,A,N,A.N,18,0.687821509,1.21E-02,2.86E-03
9735551,2011,199,2011-07-18,1,A,O,A.O,2,0.731754672,2.84E-03,2.01E-03
9735541,2011,199,2011-07-18,2,A,O,A.O,14,0.72579966,1.31E-02,3.50E-03
9735539,2011,199,2011-07-18,3,A,O,A.O,19,0.728778095,1.38E-02,3.16E-03
9735535,2011,199,2011-07-18,4,A,O,A.O,15,0.6603686,1.19E-02,3.07E-03
9735548,2011,199,2011-07-18,5,A,O,A.O,17,0.702164014,1.29E-02,3.13E-03
9735537,2011,199,2011-07-18,1,C,N,C.N,8,0.748152601,1.79E-02,6.34E-03
9735554,2011,199,2011-07-18,2,C,N,C.N,11,0.730325248,1.25E-02,3.78E-03
9735547,2011,199,2011-07-18,3,C,N,C.N,8,0.732646331,1.99E-02,7.05E-03
9735550,2011,199,2011-07-18,4,C,N,C.N,18,0.673168976,1.64E-02,3.88E-03
9735544,2011,199,2011-07-18,5,C,N,C.N,16,0.645156377,0.016622647,0.004155662
9735552,2011,199,2011-07-18,1,C,O,C.O,4,0.756554508,1.25E-02,6.27E-03
9735543,2011,199,2011-07-18,2,C,O,C.O,10,0.757308791,1.61E-02,5.10E-03
9735553,2011,199,2011-07-18,3,C,O,C.O,11,0.748130426,1.64E-02,4.94E-03
9735555,2011,199,2011-07-18,4,C,O,C.O,19,0.715939474,1.65E-02,3.80E-03
9735546,2011,199,2011-07-18,5,C,O,C.O,9,0.698309914,2.13E-02,7.10E-03
9735534,2011,200,2011-07-19,1,A,N,A.N,55,0.735170266,0.007368468,9.94E-04
9735538,2011,200,2011-07-19,2,A,N,A.N,69,0.712757327,5.90E-03,7.10E-04
9735545,2011,200,2011-07-19,3,A,N,A.N,26,0.761664541,5.16E-03,1.01E-03
9735536,2011,200,2011-07-19,4,A,N,A.N,59,0.726243349,8.97E-03,1.17E-03
9735542,2011,200,2011-07-19,5,A,N,A.N,67,0.705593504,1.09E-02,1.33E-03
9735551,2011,200,2011-07-19,1,A,O,A.O,43,0.765758054,7.12E-03,1.09E-03
9735541,2011,200,2011-07-19,2,A,O,A.O,44,0.740578871,1.29E-02,1.95E-03
9735539,2011,200,2011-07-19,3,A,O,A.O,68,0.748551345,1.29E-02,1.57E-03
9735535,2011,200,2011-07-19,4,A,O,A.O,67,0.679744597,1.34E-02,1.64E-03
9735548,2011,200,2011-07-19,5,A,O,A.O,62,0.713996613,8.32E-03,1.06E-03
9735537,2011,200,2011-07-19,1,C,N,C.N,47,0.765381423,6.25E-03,9.12E-04
9735554,2011,200,2011-07-19,2,C,N,C.N,53,0.743666075,6.58E-03,9.04E-04
9735547,2011,200,2011-07-19,3,C,N,C.N,49,0.745546249,5.09E-03,7.27E-04
9735550,2011,200,2011-07-19,4,C,N,C.N,63,0.694020997,9.35E-03,1.18E-03
9735544,2011,200,2011-07-19,5,C,N,C.N,61,0.665913725,6.25E-03,8.00E-04
9735552,2011,200,2011-07-19,1,C,O,C.O,22,0.767631951,8.12E-03,1.73E-03
9735543,2011,200,2011-07-19,2,C,O,C.O,55,0.77129542,8.83E-03,1.19E-03
9735553,2011,200,2011-07-19,3,C,O,C.O,53,0.76132658,8.58E-03,1.18E-03
9735555,2011,200,2011-07-19,4,C,O,C.O,64,0.732064352,9.78E-03,1.22E-03
9735546,2011,200,2011-07-19,5,C,O,C.O,46,0.709288258,5.84E-03,8.62E-04
9735534,2011,201,2011-07-20,1,A,N,A.N,36,0.732249586,5.35E-03,8.92E-04
9735538,2011,201,2011-07-20,2,A,N,A.N,46,0.709894082,4.99E-03,7.36E-04
9735545,2011,201,2011-07-20,3,A,N,A.N,28,0.760014557,5.66E-03,1.07E-03
9735536,2011,201,2011-07-20,4,A,N,A.N,48,0.713940923,7.40E-03,1.07E-03
9735542,2011,201,2011-07-20,5,A,N,A.N,54,0.697337047,9.22E-03,1.25E-03
9735551,2011,201,2011-07-20,1,A,O,A.O,44,0.762622698,6.13E-03,9.24E-04
9735541,2011,201,2011-07-20,2,A,O,A.O,50,0.729513917,9.87E-03,1.40E-03
9735539,2011,201,2011-07-20,3,A,O,A.O,56,0.737397757,8.62E-03,1.15E-03
9735535,2011,201,2011-07-20,4,A,O,A.O,44,0.666469679,8.77E-03,1.32E-03
9735548,2011,201,2011-07-20,5,A,O,A.O,58,0.70865251,7.07E-03,9.28E-04
9735537,2011,201,2011-07-20,1,C,N,C.N,46,0.757657548,5.20E-03,7.67E-04
9735554,2011,201,2011-07-20,2,C,N,C.N,48,0.739299407,5.04E-03,7.28E-04
9735547,2011,201,2011-07-20,3,C,N,C.N,41,0.743215572,3.98E-03,6.22E-04
9735550,2011,201,2011-07-20,4,C,N,C.N,58,0.687902393,7.97E-03,1.05E-03
9735544,2011,201,2011-07-20,5,C,N,C.N,51,0.661165535,5.36E-03,7.50E-04
9735552,2011,201,2011-07-20,1,C,O,C.O,26,0.76565482,5.93E-03,1.16E-03
9735543,2011,201,2011-07-20,2,C,O,C.O,47,0.768210631,6.86E-03,1.00E-03
9735553,2011,201,2011-07-20,3,C,O,C.O,48,0.752435314,8.45E-03,1.22E-03
9735555,2011,201,2011-07-20,4,C,O,C.O,47,0.731008767,8.31E-03,1.21E-03
9735546,2011,201,2011-07-20,5,C,O,C.O,49,0.708527529,6.81E-03,9.73E-04
9735534,2011,202,2011-07-21,1,A,N,A.N,21,0.735500278,1.27E-02,2.77E-03
9735538,2011,202,2011-07-21,2,A,N,A.N,30,0.71488123,1.05E-02,1.92E-03
9735545,2011,202,2011-07-21,3,A,N,A.N,20,0.760813944,9.16E-03,2.05E-03
9735536,2011,202,2011-07-21,4,A,N,A.N,30,0.722061209,1.04E-02,1.89E-03
9735542,2011,202,2011-07-21,5,A,N,A.N,34,0.699870929,1.17E-02,2.01E-03
9735551,2011,202,2011-07-21,1,A,O,A.O,21,0.75868129,9.07E-03,1.98E-03
9735541,2011,202,2011-07-21,2,A,O,A.O,29,0.738127027,1.28E-02,2.37E-03
9735539,2011,202,2011-07-21,3,A,O,A.O,34,0.734237288,1.08E-02,1.85E-03
9735535,2011,202,2011-07-21,4,A,O,A.O,29,0.672515867,1.52E-02,2.82E-03
9735548,2011,202,2011-07-21,5,A,O,A.O,32,0.708006835,1.04E-02,1.84E-03
9735537,2011,202,2011-07-21,1,C,N,C.N,22,0.758435061,7.40E-03,1.58E-03
9735554,2011,202,2011-07-21,2,C,N,C.N,24,0.744459749,7.28E-03,1.49E-03
9735547,2011,202,2011-07-21,3,C,N,C.N,21,0.744557407,6.17E-03,1.35E-03
9735550,2011,202,2011-07-21,4,C,N,C.N,32,0.686402083,1.07E-02,1.89E-03
9735544,2011,202,2011-07-21,5,C,N,C.N,27,0.664154177,0.009150868,1.76E-03
9735552,2011,202,2011-07-21,1,C,O,C.O,20,0.768412386,1.16E-02,2.58E-03
9735543,2011,202,2011-07-21,2,C,O,C.O,26,0.76921503,1.18E-02,2.32E-03
9735553,2011,202,2011-07-21,3,C,O,C.O,26,0.757515883,1.08E-02,2.12E-03
9735555,2011,202,2011-07-21,4,C,O,C.O,29,0.7327534,1.18E-02,2.19E-03
9735546,2011,202,2011-07-21,5,C,O,C.O,23,0.707948509,1.01E-02,2.11E-03
9735534,2011,203,2011-07-22,1,A,N,A.N,18,0.731403193,6.54E-03,1.54E-03
9735538,2011,203,2011-07-22,2,A,N,A.N,32,0.709677499,6.42E-03,1.14E-03
9735545,2011,203,2011-07-22,3,A,N,A.N,24,0.758022321,6.47E-03,1.32E-03
9735536,2011,203,2011-07-22,4,A,N,A.N,27,0.712715282,9.64E-03,1.86E-03
9735542,2011,203,2011-07-22,5,A,N,A.N,33,0.695230994,8.28E-03,1.44E-03
9735551,2011,203,2011-07-22,1,A,O,A.O,14,0.757191371,5.67E-03,1.52E-03
9735541,2011,203,2011-07-22,2,A,O,A.O,28,0.729655003,0.012861144,2.43E-03
9735539,2011,203,2011-07-22,3,A,O,A.O,28,0.735022101,1.04E-02,1.97E-03
9735535,2011,203,2011-07-22,4,A,O,A.O,38,0.668677161,1.05E-02,1.71E-03
9735548,2011,203,2011-07-22,5,A,O,A.O,35,0.707239173,7.40E-03,1.25E-03
9735537,2011,203,2011-07-22,1,C,N,C.N,14,0.753639683,6.12E-03,1.64E-03
9735554,2011,203,2011-07-22,2,C,N,C.N,20,0.733725508,5.94E-03,1.33E-03
9735547,2011,203,2011-07-22,3,C,N,C.N,12,0.741988442,4.28E-03,1.23E-03
9735550,2011,203,2011-07-22,4,C,N,C.N,33,0.682122967,8.58E-03,1.49E-03
9735544,2011,203,2011-07-22,5,C,N,C.N,28,0.656627306,7.94E-03,1.50E-03
9735552,2011,203,2011-07-22,1,C,O,C.O,12,0.763151928,5.31E-03,1.53E-03
9735543,2011,203,2011-07-22,2,C,O,C.O,19,0.760041985,7.53E-03,1.73E-03
9735553,2011,203,2011-07-22,3,C,O,C.O,23,0.747038828,6.33E-03,1.32E-03
9735555,2011,203,2011-07-22,4,C,O,C.O,38,0.723893951,7.87E-03,1.28E-03
9735546,2011,203,2011-07-22,5,C,O,C.O,15,0.703089391,0.008584624,2.22E-03
9735534,2011,204,2011-07-23,1,A,N,A.N,13,0.726673743,4.37E-03,1.21E-03
9735538,2011,204,2011-07-23,2,A,N,A.N,13,0.709699567,4.45E-03,1.23E-03
9735545,2011,204,2011-07-23,3,A,N,A.N,10,0.755032694,5.84E-03,1.85E-03
9735536,2011,204,2011-07-23,4,A,N,A.N,30,0.717819346,7.86E-03,1.44E-03
9735542,2011,204,2011-07-23,5,A,N,A.N,33,0.70362651,8.44E-03,1.47E-03
9735551,2011,204,2011-07-23,1,A,O,A.O,27,0.76323226,6.35E-03,0.001222063
9735541,2011,204,2011-07-23,2,A,O,A.O,16,0.738508102,7.60E-03,1.90E-03
9735539,2011,204,2011-07-23,3,A,O,A.O,26,0.739915041,7.98E-03,1.56E-03
9735535,2011,204,2011-07-23,4,A,O,A.O,10,0.675524817,4.79E-03,1.52E-03
9735548,2011,204,2011-07-23,5,A,O,A.O,42,0.712136002,8.72E-03,1.35E-03
9735537,2011,204,2011-07-23,1,C,N,C.N,29,0.757993531,5.46E-03,1.01E-03
9735554,2011,204,2011-07-23,2,C,N,C.N,39,0.741389975,7.58E-03,1.21E-03
9735547,2011,204,2011-07-23,3,C,N,C.N,23,0.743607471,4.14E-03,8.63E-04
9735550,2011,204,2011-07-23,4,C,N,C.N,44,0.694373571,8.00E-03,1.21E-03
9735544,2011,204,2011-07-23,5,C,N,C.N,38,0.659782671,5.84E-03,9.47E-04
9735552,2011,204,2011-07-23,1,C,O,C.O,4,0.76914486,4.58E-03,2.29E-03
9735543,2011,204,2011-07-23,2,C,O,C.O,33,0.768919151,7.32E-03,1.27E-03
9735553,2011,204,2011-07-23,3,C,O,C.O,34,0.757006763,7.01E-03,1.20E-03
9735555,2011,204,2011-07-23,4,C,O,C.O,28,0.724780232,7.12E-03,1.35E-03
9735546,2011,204,2011-07-23,5,C,O,C.O,41,0.70120658,6.56E-03,1.02E-03
9735534,2011,205,2011-07-24,1,A,N,A.N,7,0.727499561,4.34E-03,1.64E-03
9735538,2011,205,2011-07-24,2,A,N,A.N,15,0.706885086,4.46E-03,1.15E-03
9735545,2011,205,2011-07-24,3,A,N,A.N,7,0.754831666,2.70E-03,1.02E-03
9735536,2011,205,2011-07-24,4,A,N,A.N,7,0.7042508,5.90E-03,2.23E-03
9735542,2011,205,2011-07-24,5,A,N,A.N,10,0.692119935,7.41E-03,2.34E-03
9735551,2011,205,2011-07-24,1,A,O,A.O,5,0.750644239,6.50E-03,2.91E-03
9735541,2011,205,2011-07-24,2,A,O,A.O,10,0.717605423,7.97E-03,2.52E-03
9735539,2011,205,2011-07-24,3,A,O,A.O,13,0.728414546,4.71E-03,1.31E-03
9735535,2011,205,2011-07-24,4,A,O,A.O,12,0.658771277,6.33E-03,1.83E-03
9735548,2011,205,2011-07-24,5,A,O,A.O,11,0.703618973,4.72E-03,1.42E-03
9735537,2011,205,2011-07-24,1,C,N,C.N,3,0.751572113,7.93E-03,4.58E-03
9735554,2011,205,2011-07-24,2,C,N,C.N,8,0.730753082,5.69E-03,2.01E-03
9735547,2011,205,2011-07-24,3,C,N,C.N,3,0.740798801,5.26E-03,3.04E-03
9735550,2011,205,2011-07-24,4,C,N,C.N,12,0.683354418,6.23E-03,1.80E-03
9735544,2011,205,2011-07-24,5,C,N,C.N,8,0.65305712,5.07E-03,1.79E-03
9735552,2011,205,2011-07-24,1,C,O,C.O,8,0.756733953,4.74E-03,1.68E-03
9735543,2011,205,2011-07-24,2,C,O,C.O,8,0.757892352,4.12E-03,1.46E-03
9735553,2011,205,2011-07-24,3,C,O,C.O,9,0.744073372,5.55E-03,1.85E-03
9735555,2011,205,2011-07-24,4,C,O,C.O,7,0.71890764,8.84E-03,3.34E-03
9735538,2011,206,2011-07-25,2,A,N,A.N,4,0.709575146,5.57E-03,2.79E-03
9735545,2011,206,2011-07-25,3,A,N,A.N,3,0.741106676,4.73E-03,2.73E-03
9735536,2011,206,2011-07-25,4,A,N,A.N,3,0.7140389,7.49E-03,4.32E-03
9735542,2011,206,2011-07-25,5,A,N,A.N,5,0.689014709,3.39E-03,1.52E-03
9735551,2011,206,2011-07-25,1,A,O,A.O,4,0.752933636,3.29E-03,1.64E-03
9735541,2011,206,2011-07-25,2,A,O,A.O,5,0.729631368,4.51E-03,2.02E-03
9735539,2011,206,2011-07-25,3,A,O,A.O,4,0.729443844,2.36E-03,1.18E-03
9735535,2011,206,2011-07-25,4,A,O,A.O,3,0.664510245,2.55E-03,1.47E-03
9735548,2011,206,2011-07-25,5,A,O,A.O,5,0.705457971,7.55E-03,3.38E-03
9735537,2011,206,2011-07-25,1,C,N,C.N,4,0.755891128,2.66E-03,1.33E-03
9735554,2011,206,2011-07-25,2,C,N,C.N,6,0.735299595,3.09E-03,1.26E-03
9735547,2011,206,2011-07-25,3,C,N,C.N,2,0.741498603,5.05E-04,3.57E-04
9735550,2011,206,2011-07-25,4,C,N,C.N,6,0.688400906,5.44E-03,2.22E-03
9735544,2011,206,2011-07-25,5,C,N,C.N,5,0.659629264,4.51E-03,2.01E-03
9735552,2011,206,2011-07-25,1,C,O,C.O,3,0.763234708,4.21E-03,2.43E-03
9735543,2011,206,2011-07-25,2,C,O,C.O,6,0.764120634,6.64E-03,2.71E-03
9735553,2011,206,2011-07-25,3,C,O,C.O,4,0.750518843,5.49E-03,2.74E-03
9735555,2011,206,2011-07-25,4,C,O,C.O,5,0.727723291,3.58E-03,1.60E-03
9735546,2011,206,2011-07-25,5,C,O,C.O,6,0.706964257,9.05E-03,3.70E-03
9735534,2011,207,2011-07-26,1,A,N,A.N,16,0.726069873,8.21E-03,2.05E-03
9735538,2011,207,2011-07-26,2,A,N,A.N,27,0.707932392,5.39E-03,1.04E-03
9735545,2011,207,2011-07-26,3,A,N,A.N,15,0.757293934,6.26E-03,1.62E-03
9735536,2011,207,2011-07-26,4,A,N,A.N,30,0.712204143,5.56E-03,1.02E-03
9735542,2011,207,2011-07-26,5,A,N,A.N,29,0.695465309,6.88E-03,1.28E-03
9735551,2011,207,2011-07-26,1,A,O,A.O,18,0.752490304,5.97E-03,1.41E-03
9735541,2011,207,2011-07-26,2,A,O,A.O,21,0.732344007,8.35E-03,1.82E-03
9735539,2011,207,2011-07-26,3,A,O,A.O,30,0.734056176,6.09E-03,0.001111537
9735535,2011,207,2011-07-26,4,A,O,A.O,25,0.662621875,7.33E-03,1.47E-03
9735548,2011,207,2011-07-26,5,A,O,A.O,29,0.704694726,6.26E-03,1.16E-03
9735537,2011,207,2011-07-26,1,C,N,C.N,23,0.752812439,8.17E-03,1.70E-03
9735554,2011,207,2011-07-26,2,C,N,C.N,32,0.735284044,4.69E-03,8.30E-04
9735547,2011,207,2011-07-26,3,C,N,C.N,22,0.741248662,4.97E-03,1.06E-03
9735550,2011,207,2011-07-26,4,C,N,C.N,31,0.68959357,7.35E-03,1.32E-03
9735544,2011,207,2011-07-26,5,C,N,C.N,24,0.657622704,7.15E-03,1.46E-03
9735552,2011,207,2011-07-26,1,C,O,C.O,12,0.762185374,6.62E-03,1.91E-03
9735543,2011,207,2011-07-26,2,C,O,C.O,28,0.762929158,5.81E-03,1.10E-03
9735553,2011,207,2011-07-26,3,C,O,C.O,20,0.747955733,5.17E-03,1.16E-03
9735555,2011,207,2011-07-26,4,C,O,C.O,31,0.725890639,8.10E-03,1.45E-03
9735546,2011,207,2011-07-26,5,C,O,C.O,24,0.698610021,8.18E-03,1.67E-03
9735534,2011,208,2011-07-27,1,A,N,A.N,18,0.7271545,1.75E-03,4.13E-04
9735538,2011,208,2011-07-27,2,A,N,A.N,89,0.709420467,3.28E-03,3.47E-04
9735545,2011,208,2011-07-27,3,A,N,A.N,47,0.759782847,2.16E-03,3.15E-04
9735536,2011,208,2011-07-27,4,A,N,A.N,107,0.715336038,9.73E-03,9.41E-04
9735542,2011,208,2011-07-27,5,A,N,A.N,108,0.704022033,7.55E-03,7.26E-04
9735551,2011,208,2011-07-27,1,A,O,A.O,113,0.763033222,5.54E-03,5.21E-04
9735541,2011,208,2011-07-27,2,A,O,A.O,68,0.730728316,9.57E-03,1.16E-03
9735539,2011,208,2011-07-27,3,A,O,A.O,101,0.742960634,1.07E-02,1.06E-03
9735535,2011,208,2011-07-27,4,A,O,A.O,78,0.665928399,8.60E-03,9.74E-04
9735548,2011,208,2011-07-27,5,A,O,A.O,115,0.712672389,7.77E-03,7.24E-04
9735537,2011,208,2011-07-27,1,C,N,C.N,114,0.759100304,6.63E-03,6.21E-04
9735554,2011,208,2011-07-27,2,C,N,C.N,115,0.740519068,8.63E-03,8.05E-04
9735547,2011,208,2011-07-27,3,C,N,C.N,115,0.741964559,5.83E-03,5.44E-04
9735550,2011,208,2011-07-27,4,C,N,C.N,115,0.696138456,1.05E-02,9.82E-04
9735544,2011,208,2011-07-27,5,C,N,C.N,115,0.666906061,5.24E-03,4.89E-04
9735552,2011,208,2011-07-27,1,C,O,C.O,43,0.760345502,4.66E-03,7.11E-04
9735543,2011,208,2011-07-27,2,C,O,C.O,112,0.76981122,8.15E-03,7.70E-04
9735553,2011,208,2011-07-27,3,C,O,C.O,114,0.756064806,7.69E-03,7.21E-04
9735555,2011,208,2011-07-27,4,C,O,C.O,74,0.731732383,7.47E-03,8.69E-04
9735546,2011,208,2011-07-27,5,C,O,C.O,115,0.706011487,8.68E-03,8.10E-04
9735534,2011,209,2011-07-28,1,A,N,A.N,23,0.726605704,6.54E-03,1.36E-03
9735538,2011,209,2011-07-28,2,A,N,A.N,35,0.707549706,5.54E-03,9.36E-04
9735545,2011,209,2011-07-28,3,A,N,A.N,15,0.754317191,0.009226486,2.38E-03
9735536,2011,209,2011-07-28,4,A,N,A.N,30,0.71448438,8.57E-03,1.56E-03
9735542,2011,209,2011-07-28,5,A,N,A.N,34,0.700497026,9.51E-03,1.63E-03
9735551,2011,209,2011-07-28,1,A,O,A.O,19,0.760207522,7.17E-03,1.64E-03
9735541,2011,209,2011-07-28,2,A,O,A.O,25,0.736621035,1.09E-02,2.18E-03
9735539,2011,209,2011-07-28,3,A,O,A.O,38,0.737339497,1.01E-02,1.64E-03
9735535,2011,209,2011-07-28,4,A,O,A.O,38,0.665635515,0.01188922,1.93E-03
9735548,2011,209,2011-07-28,5,A,O,A.O,34,0.706015629,6.86E-03,1.18E-03
9735537,2011,209,2011-07-28,1,C,N,C.N,26,0.760915966,4.15E-03,8.14E-04
9735554,2011,209,2011-07-28,2,C,N,C.N,24,0.737283925,7.66E-03,1.56E-03
9735547,2011,209,2011-07-28,3,C,N,C.N,22,0.741804505,5.57E-03,1.19E-03
9735550,2011,209,2011-07-28,4,C,N,C.N,36,0.691045384,7.74E-03,1.29E-03
9735544,2011,209,2011-07-28,5,C,N,C.N,29,0.659495913,6.52E-03,1.21E-03
9735552,2011,209,2011-07-28,1,C,O,C.O,15,0.767226821,3.19E-03,8.23E-04
9735543,2011,209,2011-07-28,2,C,O,C.O,25,0.76603172,8.47E-03,1.69E-03
9735553,2011,209,2011-07-28,3,C,O,C.O,27,0.754063842,8.13E-03,1.56E-03
9735555,2011,209,2011-07-28,4,C,O,C.O,32,0.732595385,8.88E-03,1.57E-03
9735546,2011,209,2011-07-28,5,C,O,C.O,26,0.697025247,9.73E-03,1.91E-03
9735534,2011,210,2011-07-29,1,A,N,A.N,14,0.73191088,4.59E-03,1.23E-03
9735538,2011,210,2011-07-29,2,A,N,A.N,20,0.71038768,4.73E-03,1.06E-03
9735545,2011,210,2011-07-29,3,A,N,A.N,4,0.746826997,1.28E-03,6.38E-04
