year,doy,date,block,treatment,subsample,depth
2012,127,2012-05-06,3,A.N,10,45
2012,127,2012-05-06,3,A.N,11,57
2012,127,2012-05-06,3,A.N,12,47
2012,127,2012-05-06,4,A.N,1,45
2012,127,2012-05-06,4,A.N,2,41
2012,127,2012-05-06,4,A.N,3,34
2012,127,2012-05-06,4,A.N,4,49
2012,127,2012-05-06,4,A.N,5,40
2012,127,2012-05-06,4,A.N,6,35
2012,127,2012-05-06,4,A.N,7,30
2012,127,2012-05-06,4,A.N,8,42
2012,127,2012-05-06,4,A.N,9,47
2012,127,2012-05-06,4,A.N,10,57
2012,127,2012-05-06,4,A.N,11,37
2012,127,2012-05-06,4,A.N,12,55
2012,127,2012-05-06,4,C.N,1,65
2012,127,2012-05-06,4,C.N,2,57
2012,127,2012-05-06,4,C.N,3,55
2012,127,2012-05-06,4,C.N,4,54
2012,127,2012-05-06,4,C.N,5,40
2012,127,2012-05-06,4,C.N,6,51
2012,127,2012-05-06,4,C.N,7,49
2012,127,2012-05-06,4,C.N,8,41
2012,127,2012-05-06,4,C.N,9,53
2012,127,2012-05-06,4,C.N,10,63
2012,127,2012-05-06,4,C.N,11,66
2012,127,2012-05-06,4,C.N,12,45
2012,127,2012-05-06,5,C.N,1,60
2012,127,2012-05-06,5,C.N,2,55
2012,127,2012-05-06,5,C.N,3,55
2012,127,2012-05-06,5,C.N,4,50
2012,127,2012-05-06,5,C.N,5,36
2012,127,2012-05-06,5,C.N,6,37
2012,127,2012-05-06,5,C.N,7,43
2012,127,2012-05-06,5,C.N,8,49
2012,127,2012-05-06,5,C.N,9,63
2012,127,2012-05-06,5,C.N,10,58
2012,127,2012-05-06,5,C.N,11,69
2012,127,2012-05-06,5,C.N,12,69
2012,127,2012-05-06,5,A.N,1,45
2012,127,2012-05-06,5,A.N,2,39
2012,127,2012-05-06,5,A.N,3,39
2012,127,2012-05-06,5,A.N,4,45
2012,127,2012-05-06,5,A.N,5,43
2012,127,2012-05-06,5,A.N,6,42
2012,127,2012-05-06,5,A.N,7,43
2012,127,2012-05-06,5,A.N,8,49
2012,127,2012-05-06,5,A.N,9,59
2012,127,2012-05-06,5,A.N,10,41
2012,127,2012-05-06,5,A.N,11,41
2012,127,2012-05-06,5,A.N,12,48
2012,129,2012-05-08,1,A.N,1,52
2012,129,2012-05-08,1,A.N,2,42
2012,129,2012-05-08,1,A.N,3,34
2012,129,2012-05-08,1,A.N,4,41
2012,129,2012-05-08,1,A.N,5,37
2012,129,2012-05-08,1,A.N,6,35
2012,129,2012-05-08,1,A.N,7,37
2012,129,2012-05-08,1,A.N,8,40
2012,129,2012-05-08,1,A.N,9,42
2012,129,2012-05-08,1,A.N,10,60
2012,129,2012-05-08,1,A.N,11,37
2012,129,2012-05-08,1,A.N,12,49
2012,129,2012-05-08,1,C.N,1,75
2012,129,2012-05-08,1,C.N,2,66
2012,129,2012-05-08,1,C.N,3,59
2012,129,2012-05-08,1,C.N,4,40
2012,129,2012-05-08,1,C.N,5,52
2012,129,2012-05-08,1,C.N,6,53
2012,129,2012-05-08,1,C.N,7,42
2012,129,2012-05-08,1,C.N,8,49
2012,129,2012-05-08,1,C.N,9,57
2012,129,2012-05-08,1,C.N,10,79
2012,129,2012-05-08,1,C.N,11,78
2012,129,2012-05-08,1,C.N,12,73
2012,129,2012-05-08,2,C.N,1,69
2012,129,2012-05-08,2,C.N,2,65
2012,129,2012-05-08,2,C.N,3,53
2012,129,2012-05-08,2,C.N,4,37
2012,129,2012-05-08,2,C.N,5,60
2012,129,2012-05-08,2,C.N,6,55
2012,129,2012-05-08,2,C.N,7,52
2012,129,2012-05-08,2,C.N,8,59
2012,129,2012-05-08,2,C.N,9,62
2012,129,2012-05-08,2,C.N,10,83
2012,129,2012-05-08,2,C.N,11,81
2012,129,2012-05-08,2,C.N,12,79
2012,129,2012-05-08,2,A.N,1,60
2012,129,2012-05-08,2,A.N,2,44
2012,129,2012-05-08,2,A.N,3,40
2012,129,2012-05-08,2,A.N,4,44
2012,129,2012-05-08,2,A.N,5,39
2012,129,2012-05-08,2,A.N,6,41
2012,129,2012-05-08,2,A.N,7,24
2012,129,2012-05-08,2,A.N,8,44
2012,129,2012-05-08,2,A.N,9,54
2012,129,2012-05-08,2,A.N,10,55
2012,129,2012-05-08,2,A.N,11,62
2012,129,2012-05-08,2,A.N,12,52
2012,129,2012-05-08,3,C.N,1,66
2012,129,2012-05-08,3,C.N,2,67
2012,129,2012-05-08,3,C.N,3,56
2012,129,2012-05-08,3,C.N,4,40
2012,129,2012-05-08,3,C.N,5,41
2012,129,2012-05-08,3,C.N,6,55
2012,129,2012-05-08,3,C.N,7,52
2012,129,2012-05-08,3,C.N,8,60
2012,129,2012-05-08,3,C.N,9,62
2012,129,2012-05-08,3,C.N,10,63
2012,129,2012-05-08,3,C.N,11,74
2012,129,2012-05-08,3,C.N,12,70
2012,129,2012-05-08,3,A.N,1,35
2012,129,2012-05-08,3,A.N,2,42
2012,129,2012-05-08,3,A.N,3,37
2012,129,2012-05-08,3,A.N,4,43
2012,129,2012-05-08,3,A.N,5,20
2012,129,2012-05-08,3,A.N,6,7
2012,129,2012-05-08,3,A.N,7,35
2012,129,2012-05-08,3,A.N,8,39
2012,129,2012-05-08,3,A.N,9,41
2012,129,2012-05-08,3,A.N,10,54
2012,129,2012-05-08,3,A.N,11,57
2012,129,2012-05-08,3,A.N,12,44
2012,129,2012-05-08,4,A.N,1,39
2012,129,2012-05-08,4,A.N,2,42
2012,129,2012-05-08,4,A.N,3,37
2012,129,2012-05-08,4,A.N,4,39
2012,129,2012-05-08,4,A.N,5,48
2012,129,2012-05-08,4,A.N,6,37
2012,129,2012-05-08,4,A.N,7,42
2012,129,2012-05-08,4,A.N,8,45
2012,129,2012-05-08,4,A.N,9,47
2012,129,2012-05-08,4,A.N,10,66
2012,129,2012-05-08,4,A.N,11,63
2012,129,2012-05-08,4,A.N,12,53
2012,129,2012-05-08,4,C.N,1,58
2012,129,2012-05-08,4,C.N,2,56
2012,129,2012-05-08,4,C.N,3,54
2012,129,2012-05-08,4,C.N,4,52
2012,129,2012-05-08,4,C.N,5,39
2012,129,2012-05-08,4,C.N,6,52
2012,129,2012-05-08,4,C.N,7,40
2012,129,2012-05-08,4,C.N,8,50
2012,129,2012-05-08,4,C.N,9,56
2012,129,2012-05-08,4,C.N,10,57
2012,129,2012-05-08,4,C.N,11,49
2012,129,2012-05-08,4,C.N,12,58
2012,129,2012-05-08,5,C.N,1,59
2012,129,2012-05-08,5,C.N,2,53
2012,129,2012-05-08,5,C.N,3,51
2012,129,2012-05-08,5,C.N,4,56
2012,129,2012-05-08,5,C.N,5,40
2012,129,2012-05-08,5,C.N,6,36
2012,129,2012-05-08,5,C.N,7,43
2012,129,2012-05-08,5,C.N,8,47
2012,129,2012-05-08,5,C.N,9,62
2012,129,2012-05-08,5,C.N,10,57
2012,129,2012-05-08,5,C.N,11,68
2012,129,2012-05-08,5,C.N,12,68
2012,129,2012-05-08,5,A.N,1,45
2012,129,2012-05-08,5,A.N,2,39
2012,129,2012-05-08,5,A.N,3,41
2012,129,2012-05-08,5,A.N,4,36
2012,129,2012-05-08,5,A.N,5,35
2012,129,2012-05-08,5,A.N,6,40
2012,129,2012-05-08,5,A.N,7,42
2012,129,2012-05-08,5,A.N,8,42
2012,129,2012-05-08,5,A.N,9,51
2012,129,2012-05-08,5,A.N,10,42
2012,129,2012-05-08,5,A.N,11,41
2012,129,2012-05-08,5,A.N,12,44
2012,131,2012-05-10,1,A.N,1,42
2012,131,2012-05-10,1,A.N,2,35
2012,131,2012-05-10,1,A.N,3,30
2012,131,2012-05-10,1,A.N,4,35
2012,131,2012-05-10,1,A.N,5,31
2012,131,2012-05-10,1,A.N,6,32
2012,131,2012-05-10,1,A.N,7,13
2012,131,2012-05-10,1,A.N,8,35
2012,131,2012-05-10,1,A.N,9,35
2012,131,2012-05-10,1,A.N,10,43
2012,131,2012-05-10,1,A.N,11,49
2012,131,2012-05-10,1,A.N,12,24
2012,131,2012-05-10,1,C.N,1,60
2012,131,2012-05-10,1,C.N,2,53
2012,131,2012-05-10,1,C.N,3,53
2012,131,2012-05-10,1,C.N,4,50
2012,131,2012-05-10,1,C.N,5,48
2012,131,2012-05-10,1,C.N,6,46
2012,131,2012-05-10,1,C.N,7,38
2012,131,2012-05-10,1,C.N,8,50
2012,131,2012-05-10,1,C.N,9,55
2012,131,2012-05-10,1,C.N,10,70
2012,131,2012-05-10,1,C.N,11,80
2012,131,2012-05-10,1,C.N,12,74
2012,131,2012-05-10,2,C.N,1,67
2012,131,2012-05-10,2,C.N,2,49
2012,131,2012-05-10,2,C.N,3,62
2012,131,2012-05-10,2,C.N,4,39
2012,131,2012-05-10,2,C.N,5,46
2012,131,2012-05-10,2,C.N,6,52
2012,131,2012-05-10,2,C.N,7,29
2012,131,2012-05-10,2,C.N,8,61
2012,131,2012-05-10,2,C.N,9,45
2012,131,2012-05-10,2,C.N,10,61
2012,131,2012-05-10,2,C.N,11,59
2012,131,2012-05-10,2,C.N,12,65
2012,131,2012-05-10,2,A.N,1,54
2012,131,2012-05-10,2,A.N,2,35
2012,131,2012-05-10,2,A.N,3,31
2012,131,2012-05-10,2,A.N,4,37
2012,131,2012-05-10,2,A.N,5,25
2012,131,2012-05-10,2,A.N,6,33
2012,131,2012-05-10,2,A.N,7,29
2012,131,2012-05-10,2,A.N,8,35
2012,131,2012-05-10,2,A.N,9,27
2012,131,2012-05-10,2,A.N,10,46
2012,131,2012-05-10,2,A.N,11,67
2012,131,2012-05-10,2,A.N,12,55
2012,131,2012-05-10,3,C.N,1,60
2012,131,2012-05-10,3,C.N,2,58
2012,131,2012-05-10,3,C.N,3,43
2012,131,2012-05-10,3,C.N,4,40
2012,131,2012-05-10,3,C.N,5,53
2012,131,2012-05-10,3,C.N,6,42
2012,131,2012-05-10,3,C.N,7,51
2012,131,2012-05-10,3,C.N,8,54
2012,131,2012-05-10,3,C.N,9,51
2012,131,2012-05-10,3,C.N,10,65
2012,131,2012-05-10,3,C.N,11,69
2012,131,2012-05-10,3,C.N,12,65
2012,131,2012-05-10,3,A.N,1,40
2012,131,2012-05-10,3,A.N,2,21
2012,131,2012-05-10,3,A.N,3,38
2012,131,2012-05-10,3,A.N,4,33
2012,131,2012-05-10,3,A.N,5,15
2012,131,2012-05-10,3,A.N,6,23
2012,131,2012-05-10,3,A.N,7,22
2012,131,2012-05-10,3,A.N,8,29
2012,131,2012-05-10,3,A.N,9,32
2012,131,2012-05-10,3,A.N,10,46
2012,131,2012-05-10,3,A.N,11,50
2012,131,2012-05-10,3,A.N,12,34
2012,131,2012-05-10,4,A.N,1,35
2012,131,2012-05-10,4,A.N,2,29
2012,131,2012-05-10,4,A.N,3,28
2012,131,2012-05-10,4,A.N,4,20
2012,131,2012-05-10,4,A.N,5,36
2012,131,2012-05-10,4,A.N,6,15
2012,131,2012-05-10,4,A.N,7,34
2012,131,2012-05-10,4,A.N,8,25
2012,131,2012-05-10,4,A.N,9,33
2012,131,2012-05-10,4,A.N,10,53
2012,131,2012-05-10,4,A.N,11,49
2012,131,2012-05-10,4,A.N,12,43
2012,131,2012-05-10,4,C.N,1,52
2012,131,2012-05-10,4,C.N,2,55
2012,131,2012-05-10,4,C.N,3,51
2012,131,2012-05-10,4,C.N,4,47
2012,131,2012-05-10,4,C.N,5,35
2012,131,2012-05-10,4,C.N,6,43
2012,131,2012-05-10,4,C.N,7,45
2012,131,2012-05-10,4,C.N,8,39
2012,131,2012-05-10,4,C.N,9,47
2012,131,2012-05-10,4,C.N,10,62
2012,131,2012-05-10,4,C.N,11,51
2012,131,2012-05-10,4,C.N,12,56
2012,131,2012-05-10,5,C.N,1,55
2012,131,2012-05-10,5,C.N,2,56
2012,131,2012-05-10,5,C.N,3,44
2012,131,2012-05-10,5,C.N,4,46
2012,131,2012-05-10,5,C.N,5,36
2012,131,2012-05-10,5,C.N,6,40
2012,131,2012-05-10,5,C.N,7,42
2012,131,2012-05-10,5,C.N,8,45
2012,131,2012-05-10,5,C.N,9,49
2012,131,2012-05-10,5,C.N,10,59
2012,131,2012-05-10,5,C.N,11,60
2012,131,2012-05-10,5,C.N,12,71
2012,131,2012-05-10,5,A.N,1,37
2012,131,2012-05-10,5,A.N,2,36
2012,131,2012-05-10,5,A.N,3,30
2012,131,2012-05-10,5,A.N,4,40
2012,131,2012-05-10,5,A.N,5,27
2012,131,2012-05-10,5,A.N,6,44
2012,131,2012-05-10,5,A.N,7,35
2012,131,2012-05-10,5,A.N,8,33
2012,131,2012-05-10,5,A.N,9,53
2012,131,2012-05-10,5,A.N,10,38
2012,131,2012-05-10,5,A.N,11,44
2012,131,2012-05-10,5,A.N,12,39
2012,133,2012-05-12,1,A.N,1,14
2012,133,2012-05-12,1,A.N,2,26
2012,133,2012-05-12,1,A.N,3,3
2012,133,2012-05-12,1,A.N,4,3
2012,133,2012-05-12,1,A.N,5,13
2012,133,2012-05-12,1,A.N,6,19
2012,133,2012-05-12,1,A.N,7,20
2012,133,2012-05-12,1,A.N,8,15
2012,133,2012-05-12,1,A.N,9,24
2012,133,2012-05-12,1,A.N,10,32
2012,133,2012-05-12,1,A.N,11,28
2012,133,2012-05-12,1,A.N,12,19
2012,133,2012-05-12,1,C.N,1,58
2012,133,2012-05-12,1,C.N,2,59
2012,133,2012-05-12,1,C.N,3,50
2012,133,2012-05-12,1,C.N,4,47
2012,133,2012-05-12,1,C.N,5,45
2012,133,2012-05-12,1,C.N,6,37
2012,133,2012-05-12,1,C.N,7,32
2012,133,2012-05-12,1,C.N,8,47
2012,133,2012-05-12,1,C.N,9,45
2012,133,2012-05-12,1,C.N,10,69
2012,133,2012-05-12,1,C.N,11,53
2012,133,2012-05-12,1,C.N,12,52
2012,133,2012-05-12,2,C.N,1,57
2012,133,2012-05-12,2,C.N,2,45
2012,133,2012-05-12,2,C.N,3,47
2012,133,2012-05-12,2,C.N,4,36
2012,133,2012-05-12,2,C.N,5,38
2012,133,2012-05-12,2,C.N,6,42
2012,133,2012-05-12,2,C.N,7,42
2012,133,2012-05-12,2,C.N,8,34
2012,133,2012-05-12,2,C.N,9,51
2012,133,2012-05-12,2,C.N,10,55
2012,133,2012-05-12,2,C.N,11,59
2012,133,2012-05-12,2,C.N,12,55
2012,133,2012-05-12,2,A.N,1,16
2012,133,2012-05-12,2,A.N,2,5
2012,133,2012-05-12,2,A.N,3,0
2012,133,2012-05-12,2,A.N,4,25
2012,133,2012-05-12,2,A.N,5,18
2012,133,2012-05-12,2,A.N,6,19
2012,133,2012-05-12,2,A.N,7,2
2012,133,2012-05-12,2,A.N,8,26
2012,133,2012-05-12,2,A.N,9,11
2012,133,2012-05-12,2,A.N,10,27
2012,133,2012-05-12,2,A.N,11,42
2012,133,2012-05-12,2,A.N,12,43
2012,133,2012-05-12,3,C.N,1,54
2012,133,2012-05-12,3,C.N,2,55
2012,133,2012-05-12,3,C.N,3,39
2012,133,2012-05-12,3,C.N,4,36
2012,133,2012-05-12,3,C.N,5,35
2012,133,2012-05-12,3,C.N,6,37
2012,133,2012-05-12,3,C.N,7,37
2012,133,2012-05-12,3,C.N,8,47
2012,133,2012-05-12,3,C.N,9,45
2012,133,2012-05-12,3,C.N,10,54
2012,133,2012-05-12,3,C.N,11,67
2012,133,2012-05-12,3,C.N,12,45
2012,133,2012-05-12,3,A.N,1,10
2012,133,2012-05-12,3,A.N,2,11
2012,133,2012-05-12,3,A.N,3,11
2012,133,2012-05-12,3,A.N,4,0
2012,133,2012-05-12,3,A.N,5,0
2012,133,2012-05-12,3,A.N,6,14
2012,133,2012-05-12,3,A.N,7,14
2012,133,2012-05-12,3,A.N,8,19
2012,133,2012-05-12,3,A.N,9,21
2012,133,2012-05-12,3,A.N,10,37
2012,133,2012-05-12,3,A.N,11,32
2012,133,2012-05-12,3,A.N,12,12
2012,133,2012-05-12,4,A.N,1,5
2012,133,2012-05-12,4,A.N,2,0
2012,133,2012-05-12,4,A.N,3,0
2012,133,2012-05-12,4,A.N,4,0
2012,133,2012-05-12,4,A.N,5,20
2012,133,2012-05-12,4,A.N,6,2
2012,133,2012-05-12,4,A.N,7,24
2012,133,2012-05-12,4,A.N,8,23
2012,133,2012-05-12,4,A.N,9,20
2012,133,2012-05-12,4,A.N,10,40
2012,133,2012-05-12,4,A.N,11,31
2012,133,2012-05-12,4,A.N,12,37
2012,133,2012-05-12,4,C.N,1,54
2012,133,2012-05-12,4,C.N,2,38
2012,133,2012-05-12,4,C.N,3,44
2012,133,2012-05-12,4,C.N,4,46
2012,133,2012-05-12,4,C.N,5,38
2012,133,2012-05-12,4,C.N,6,43
2012,133,2012-05-12,4,C.N,7,39
2012,133,2012-05-12,4,C.N,8,33
2012,133,2012-05-12,4,C.N,9,40
2012,133,2012-05-12,4,C.N,10,47
2012,133,2012-05-12,4,C.N,11,50
2012,133,2012-05-12,4,C.N,12,43
2012,133,2012-05-12,5,C.N,1,57
2012,133,2012-05-12,5,C.N,2,51
2012,133,2012-05-12,5,C.N,3,47
2012,133,2012-05-12,5,C.N,4,42
2012,133,2012-05-12,5,C.N,5,25
2012,133,2012-05-12,5,C.N,6,28
2012,133,2012-05-12,5,C.N,7,37
2012,133,2012-05-12,5,C.N,8,36
2012,133,2012-05-12,5,C.N,9,49
2012,133,2012-05-12,5,C.N,10,52
2012,133,2012-05-12,5,C.N,11,63
2012,133,2012-05-12,5,C.N,12,62
2012,133,2012-05-12,5,A.N,1,20
2012,133,2012-05-12,5,A.N,2,18
2012,133,2012-05-12,5,A.N,3,15
2012,133,2012-05-12,5,A.N,4,24
2012,133,2012-05-12,5,A.N,5,15
2012,133,2012-05-12,5,A.N,6,20
2012,133,2012-05-12,5,A.N,7,22
2012,133,2012-05-12,5,A.N,8,20
2012,133,2012-05-12,5,A.N,9,32
2012,133,2012-05-12,5,A.N,10,33
2012,133,2012-05-12,5,A.N,11,21
2012,133,2012-05-12,5,A.N,12,20
2012,135,2012-05-14,1,A.N,1,3
2012,135,2012-05-14,1,A.N,2,0
2012,135,2012-05-14,1,A.N,3,0
2012,135,2012-05-14,1,A.N,4,0
2012,135,2012-05-14,1,A.N,5,0
2012,135,2012-05-14,1,A.N,6,0
2012,135,2012-05-14,1,A.N,7,0
2012,135,2012-05-14,1,A.N,8,0
2012,135,2012-05-14,1,A.N,9,13
2012,135,2012-05-14,1,A.N,10,21
2012,135,2012-05-14,1,A.N,11,5
2012,135,2012-05-14,1,A.N,12,5
2012,135,2012-05-14,1,C.N,1,65
2012,135,2012-05-14,1,C.N,2,48
2012,135,2012-05-14,1,C.N,3,47
2012,135,2012-05-14,1,C.N,4,38
2012,135,2012-05-14,1,C.N,5,43
2012,135,2012-05-14,1,C.N,6,42
2012,135,2012-05-14,1,C.N,7,23
2012,135,2012-05-14,1,C.N,8,47
2012,135,2012-05-14,1,C.N,9,44
2012,135,2012-05-14,1,C.N,10,67
2012,135,2012-05-14,1,C.N,11,52
2012,135,2012-05-14,1,C.N,12,56
2012,135,2012-05-14,2,C.N,1,57
2012,135,2012-05-14,2,C.N,2,46
2012,135,2012-05-14,2,C.N,3,37
2012,135,2012-05-14,2,C.N,4,27
2012,135,2012-05-14,2,C.N,5,42
2012,135,2012-05-14,2,C.N,6,42
2012,135,2012-05-14,2,C.N,7,34
2012,135,2012-05-14,2,C.N,8,46
2012,135,2012-05-14,2,C.N,9,52
2012,135,2012-05-14,2,C.N,10,52
2012,135,2012-05-14,2,C.N,11,57
2012,135,2012-05-14,2,C.N,12,62
2012,135,2012-05-14,2,A.N,1,20
2012,135,2012-05-14,2,A.N,2,0
2012,135,2012-05-14,2,A.N,3,0
2012,135,2012-05-14,2,A.N,4,0
2012,135,2012-05-14,2,A.N,5,0
2012,135,2012-05-14,2,A.N,6,0
2012,135,2012-05-14,2,A.N,7,0
2012,135,2012-05-14,2,A.N,8,7
2012,135,2012-05-14,2,A.N,9,16
2012,135,2012-05-14,2,A.N,10,17
2012,135,2012-05-14,2,A.N,11,25
2012,135,2012-05-14,2,A.N,12,21
2012,135,2012-05-14,3,C.N,1,50
2012,135,2012-05-14,3,C.N,2,55
2012,135,2012-05-14,3,C.N,3,42
2012,135,2012-05-14,3,C.N,4,30
2012,135,2012-05-14,3,C.N,5,37
2012,135,2012-05-14,3,C.N,6,36
2012,135,2012-05-14,3,C.N,7,42
2012,135,2012-05-14,3,C.N,8,56
2012,135,2012-05-14,3,C.N,9,52
2012,135,2012-05-14,3,C.N,10,55
2012,135,2012-05-14,3,C.N,11,58
2012,135,2012-05-14,3,C.N,12,51
2012,135,2012-05-14,3,A.N,1,0
2012,135,2012-05-14,3,A.N,2,0
2012,135,2012-05-14,3,A.N,3,7
2012,135,2012-05-14,3,A.N,4,9
2012,135,2012-05-14,3,A.N,5,0
2012,135,2012-05-14,3,A.N,6,0
2012,135,2012-05-14,3,A.N,7,0
2012,135,2012-05-14,3,A.N,8,0
2012,135,2012-05-14,3,A.N,9,3
2012,135,2012-05-14,3,A.N,10,26
2012,135,2012-05-14,3,A.N,11,16
2012,135,2012-05-14,3,A.N,12,0
2012,135,2012-05-14,4,A.N,1,0
2012,135,2012-05-14,4,A.N,2,0
2012,135,2012-05-14,4,A.N,3,0
2012,135,2012-05-14,4,A.N,4,0
2012,135,2012-05-14,4,A.N,5,0
2012,135,2012-05-14,4,A.N,6,0
2012,135,2012-05-14,4,A.N,7,0
2012,135,2012-05-14,4,A.N,8,11
2012,135,2012-05-14,4,A.N,9,2
2012,135,2012-05-14,4,A.N,10,23
2012,135,2012-05-14,4,A.N,11,14
2012,135,2012-05-14,4,A.N,12,14
2012,135,2012-05-14,4,C.N,1,38
2012,135,2012-05-14,4,C.N,2,43
2012,135,2012-05-14,4,C.N,3,46
2012,135,2012-05-14,4,C.N,4,39
2012,135,2012-05-14,4,C.N,5,34
2012,135,2012-05-14,4,C.N,6,37
2012,135,2012-05-14,4,C.N,7,39
2012,135,2012-05-14,4,C.N,8,33
2012,135,2012-05-14,4,C.N,9,42
2012,135,2012-05-14,4,C.N,10,48
2012,135,2012-05-14,4,C.N,11,16
2012,135,2012-05-14,4,C.N,12,51
2012,135,2012-05-14,5,C.N,1,60
2012,135,2012-05-14,5,C.N,2,43
2012,135,2012-05-14,5,C.N,3,45
2012,135,2012-05-14,5,C.N,4,38
2012,135,2012-05-14,5,C.N,5,27
2012,135,2012-05-14,5,C.N,6,26
2012,135,2012-05-14,5,C.N,7,37
2012,135,2012-05-14,5,C.N,8,43
2012,135,2012-05-14,5,C.N,9,50
2012,135,2012-05-14,5,C.N,10,44
2012,135,2012-05-14,5,C.N,11,61
2012,135,2012-05-14,5,C.N,12,60
2012,135,2012-05-14,5,A.N,1,0
2012,135,2012-05-14,5,A.N,2,0
2012,135,2012-05-14,5,A.N,3,0
2012,135,2012-05-14,5,A.N,4,0
2012,135,2012-05-14,5,A.N,5,0
2012,135,2012-05-14,5,A.N,6,0
2012,135,2012-05-14,5,A.N,7,17
2012,135,2012-05-14,5,A.N,8,10
2012,135,2012-05-14,5,A.N,9,21
2012,135,2012-05-14,5,A.N,10,18
2012,135,2012-05-14,5,A.N,11,7
2012,135,2012-05-14,5,A.N,12,8
2012,136,2012-05-15,1,A.N,1,0
2012,136,2012-05-15,1,A.N,2,0
2012,136,2012-05-15,1,A.N,3,0
2012,136,2012-05-15,1,A.N,4,0
2012,136,2012-05-15,1,A.N,5,0
2012,136,2012-05-15,1,A.N,6,0
2012,136,2012-05-15,1,A.N,7,0
2012,136,2012-05-15,1,A.N,8,0
2012,136,2012-05-15,1,A.N,9,3
2012,136,2012-05-15,1,A.N,10,22
2012,136,2012-05-15,1,A.N,11,0
2012,136,2012-05-15,1,A.N,12,0
2012,136,2012-05-15,1,C.N,1,66
2012,136,2012-05-15,1,C.N,2,47
2012,136,2012-05-15,1,C.N,3,47
2012,136,2012-05-15,1,C.N,4,37
2012,136,2012-05-15,1,C.N,5,40
2012,136,2012-05-15,1,C.N,6,43
2012,136,2012-05-15,1,C.N,7,29
2012,136,2012-05-15,1,C.N,8,51
2012,136,2012-05-15,1,C.N,9,52
2012,136,2012-05-15,1,C.N,10,60
2012,136,2012-05-15,1,C.N,11,51
2012,136,2012-05-15,1,C.N,12,56
2012,136,2012-05-15,2,C.N,1,58
2012,136,2012-05-15,2,C.N,2,55
2012,136,2012-05-15,2,C.N,3,45
2012,136,2012-05-15,2,C.N,4,29
2012,136,2012-05-15,2,C.N,5,45
2012,136,2012-05-15,2,C.N,6,40
2012,136,2012-05-15,2,C.N,7,40
2012,136,2012-05-15,2,C.N,8,30
2012,136,2012-05-15,2,C.N,9,57
2012,136,2012-05-15,2,C.N,10,56
2012,136,2012-05-15,2,C.N,11,61
2012,136,2012-05-15,2,C.N,12,64
2012,136,2012-05-15,2,A.N,1,9
2012,136,2012-05-15,2,A.N,2,0
2012,136,2012-05-15,2,A.N,3,0
2012,136,2012-05-15,2,A.N,4,0
2012,136,2012-05-15,2,A.N,5,0
2012,136,2012-05-15,2,A.N,6,0
2012,136,2012-05-15,2,A.N,7,0
2012,136,2012-05-15,2,A.N,8,0
2012,136,2012-05-15,2,A.N,9,5
2012,136,2012-05-15,2,A.N,10,22
2012,136,2012-05-15,2,A.N,11,7
2012,136,2012-05-15,2,A.N,12,55
2012,136,2012-05-15,3,C.N,1,54
2012,136,2012-05-15,3,C.N,2,38
2012,136,2012-05-15,3,C.N,3,18
2012,136,2012-05-15,3,C.N,4,31
2012,136,2012-05-15,3,C.N,5,35
2012,136,2012-05-15,3,C.N,6,45
2012,136,2012-05-15,3,C.N,7,52
2012,136,2012-05-15,3,C.N,8,50
2012,136,2012-05-15,3,C.N,9,50
2012,136,2012-05-15,3,C.N,10,66
2012,136,2012-05-15,3,C.N,11,54
2012,136,2012-05-15,3,C.N,12,0
2012,136,2012-05-15,3,A.N,1,0
2012,136,2012-05-15,3,A.N,2,0
2012,136,2012-05-15,3,A.N,3,0
2012,136,2012-05-15,3,A.N,4,0
2012,136,2012-05-15,3,A.N,5,0
2012,136,2012-05-15,3,A.N,6,0
2012,136,2012-05-15,3,A.N,7,0
2012,136,2012-05-15,3,A.N,8,0
2012,136,2012-05-15,3,A.N,9,0
2012,136,2012-05-15,3,A.N,10,10
2012,136,2012-05-15,3,A.N,11,5
2012,136,2012-05-15,3,A.N,12,0
2012,136,2012-05-15,4,A.N,1,0
2012,136,2012-05-15,4,A.N,2,0
2012,136,2012-05-15,4,A.N,3,0
2012,136,2012-05-15,4,A.N,4,0
2012,136,2012-05-15,4,A.N,5,0
2012,136,2012-05-15,4,A.N,6,0
2012,136,2012-05-15,4,A.N,7,0
2012,136,2012-05-15,4,A.N,8,0
2012,136,2012-05-15,4,A.N,9,3
2012,136,2012-05-15,4,A.N,10,17
2012,136,2012-05-15,4,A.N,11,9
2012,136,2012-05-15,4,A.N,12,3
2012,136,2012-05-15,4,C.N,1,45
2012,136,2012-05-15,4,C.N,2,50
2012,136,2012-05-15,4,C.N,3,46
2012,136,2012-05-15,4,C.N,4,43
2012,136,2012-05-15,4,C.N,5,38
2012,136,2012-05-15,4,C.N,6,37
2012,136,2012-05-15,4,C.N,7,48
2012,136,2012-05-15,4,C.N,8,35
2012,136,2012-05-15,4,C.N,9,41
2012,136,2012-05-15,4,C.N,10,48
2012,136,2012-05-15,4,C.N,11,49
2012,136,2012-05-15,4,C.N,12,48
2012,136,2012-05-15,5,C.N,1,57
2012,136,2012-05-15,5,C.N,2,51
2012,136,2012-05-15,5,C.N,3,43
2012,136,2012-05-15,5,C.N,4,36
2012,136,2012-05-15,5,C.N,5,29
2012,136,2012-05-15,5,C.N,6,31
2012,136,2012-05-15,5,C.N,7,31
2012,136,2012-05-15,5,C.N,8,35
